2914,1982564.562
62202,1969297.912
21960,1960890.436
48386,1887422.764
61003,1875170.314
21494,1792096.160
7563,1723378.336
39102,1676651.527
10290,1580613.119
52525,1578493.767
23549,1567906.117
9962,1544182.979
36669,1535952.236
13339,1530180.717
14800,1524003.960
30155,1523697.683
4347,1520859.933
5318,1495767.283
20501,1492349.110
26299,1490304.317
56014,1480310.976
14110,1479623.526
27734,1474243.410
55966,1472090.333
43930,1470252.743
53412,1463652.550
61262,1454712.848
18306,1450623.377
25214,1438909.202
16406,1436254.288
6744,1435656.660
43015,1433626.960
56934,1432747.150
44087,1432439.167
10456,1421708.352
28116,1416425.479
20176,1414472.710
33890,1411027.143
47370,1410756.110
59262,1403333.800
12974,1395613.026
17385,1394956.093
55448,1393504.050
47819,1385791.419
57101,1382032.276
5340,1381353.067
47726,1380952.275
32924,1380423.850
28114,1379909.133
59455,1372661.967
24424,1370457.819
25167,1367423.810
1486,1362977.529
56744,1360235.933
37091,1359335.600
37667,1358265.100
42598,1357254.098
54150,1356659.502
9577,1349547.767
59838,1348518.160
2853,1348420.233
59718,1348006.376
21237,1347935.145
23570,1341650.467
41704,1340504.426
39331,1339949.769
63184,1338974.019
35718,1337681.560
55771,1334320.719
6550,1332434.550
48315,1327378.176
35385,1326457.581
54893,1325446.743
50056,1317523.667
53939,1312821.683
53589,1311262.017
45968,1310668.062
9176,1309172.010
297,1307299.910
7599,1304635.355
48899,1302736.200
11955,1302275.269
19242,1301374.519
49912,1299790.743
46199,1298335.229
18420,1294219.552
41860,1290890.921
28723,1290377.117
38763,1290174.417
27633,1288928.033
43784,1288379.292
10091,1287920.936
38819,1286276.786
3447,1282782.969
390,1281874.850
49254,1281188.276
41162,1281188.005
44302,1278683.100
53500,1278357.800
62271,1278004.367
